id	text
000s0104-2@s3o_30_1	真是……糟透了……
000s0104-2@s3o_30_2	垂死之人的……性命……<br>看……不……见……
000s0104-2@s3o_50	随著呼吸声逐渐微弱，动作也完全停下来了。
000s0104-2@s3o_60	瞬间仿佛变得阴冷，队伍加快了脚步前进。
000s0104-2@sao_20	队伍收拾了暗星的持有物，迅速离开了战场。
000s0104-2@sm_1	受伤的暗星船员痛苦地呻吟著。
000s0104@s1o_40	队伍进入了仓库。
000s0104@s1x_60	为了打开锁住的门而用力的瞬间，<br>发现队伍进入的暗星士兵们便跑了出来。
000s0104@s1x_70	队伍来不及逃跑，只能准备迎战。
000s0104@s1x_90	队伍在更多暗星赶到前<br>捡起暗星的装备，迅速离开了此处。
000s0104@s2o_40	队伍进入了仓库。
000s0104@s2x_60	为了打开锁住的门而用力的瞬间，<br>发现队伍进入的暗星士兵们便跑了出来。
000s0104@s2x_70	队伍来不及逃跑，只能准备迎战。
000s0104@s2x_90	队伍在更多暗星赶到前<br>捡起暗星的装备，迅速离开了此处。
000s0104@s3o_10	没必要冒险去探索不知道里面会有谁的地方。<br>队伍迅速离开了现场。
000s0104@sm_1	发现了在宇宙各地作乱的海盗<br>「暗星」的仓库。
100s0404a@ent_10	一座布满破碎残骸的垃圾场。
100s0404a@ent_20	已经故障的机器人们在垃圾场徘徊，<br>像是在寻找有用的零件。
100s0404a@s1o_20	队伍在奥德赛号的残骸中找到了有用的物品。
100s0404a@s1o_50	队伍确定没有有用的东西后，便离开此处。
100s0404a@s1x_20	在翻找奥德赛号的残骸时，队伍被尖锐物划伤。
100s0404a@s1x_60	队伍确定没有有用的东西后，便离开此处。
100s0404a@s2o_20	队伍在奥德赛号的残骸中找到了有用的物品。
100s0404a@s2o_50	队伍确定没有有用的东西后，便离开此处。
100s0404a@s2x_20	在翻找奥德赛号的残骸时，队伍被尖锐物划伤。
100s0404a@s2x_60	队伍确定没有有用的东西后，便离开此处。
100s0404a@s3o_20	队伍在奥德赛号的残骸中找到了有用的物品。
100s0404a@s3o_50	队伍确定没有有用的东西后，便离开此处。
100s0404a@s3x_20	在翻找奥德赛号的残骸时，队伍被尖锐物划伤。
100s0404a@s3x_60	队伍确定没有有用的东西后，便离开此处。
100s0404a@s4o_10	队伍放弃垃圾场，便离开此处。
100s0404a@sm_1	跟著特殊信号而来的队伍在废弃钢筋之间<br>发现了散落的奥德赛号残骸。
2026_newyear_1003	天啊！简直不敢相信！<br>今年竟然就要结束了！<br><br>舰长！谢谢你一直以来的支持。<br><br>能在舞台上那么多粉丝面前<br>不颤抖的原因……<br>都是因为我的头号粉丝舰长！<br><br>今后也请继续为我加油！<br>那么，明年也一起摇滚吧～！耶～！
2026_newyear_1004	新的一年我也会支援舰长。<br>等到需要帮助的时候，<br>我会用我的计算与策略来协助你。<br><br>我的子弹从不会失手，<br>一定会朝著舰长所指的目标，<br>精准命中。<br><br>为了迎来幸福的新年，<br>我会展现最完善的策画。<br><br>策画早就已经拟好了。<br>敬请期待吧，舰长。
2026_newyear_1005	这一整年……对我来说<br>是少见地充满惊喜的一年。<br><br>尤其是舰长<br>毫不费力地找到了<br>存在感薄弱的我时……<br><br>虽然一开始吓了一跳，<br>但喜悦的心情<br>也无法掩饰。<br><br>明年……也希望能在舰长身边，<br>成为更有存在感的自己。
2026_newyear_1008	舰长，近来过得好吗？<br>又到了写贺年卡的时候，<br>代表新的一年又要开始了。<br><br>我与你经历了无数个日子。<br>我相信今年会比去年<br>充满更多美好的日子。<br>呵呵……不知为何，我觉得<br>只要与你在一起就会如此。<br><br>那么，就此搁笔。<br>祝你新年快乐。
2026_newyear_1009	舰长……谢谢你一直以来<br>陪伴著总是不幸的我。<br><br>虽然新的一年<br>也会充满不幸的事，<br>但只要和舰长在一起<br>应该就没问题了。<br><br>希望舰长<br>永远都充满好事。<br>新的一年也请多多关照。
2026_newyear_1010	今年就要结束了吗？不行！<br>我们还有好多冒险没完成呢！<br><br>不过，舰长。<br>今年能和你在一起真的很开心！<br>舰长对我来说也是珍贵的宝物！<br><br>所以，明年也一起开心地去<br>冒险吧。<br><br>你会陪我一起去的吧？对吧？<br>嘿嘿，明年也请多多指教喔，舰长！
2026_newyear_1017	新的一年开始了。<br>回想起来<br>真的发生了许多事情。<br><br>而且，那些无数的事情<br>能与舰长一起经历<br>我认为更具意义。<br><br>我将永远以钢铁般的意志<br>协助舰长。<br>新的一年也请多多指教。
2026_newyear_1018	乌云散去<br>新时代曙光来临。<br><br>希望舰长您<br>依然能接纳原本的我。<br>我永远是您<br>不变的利剑。<br><br>新年愿望<br>是为舰长您<br>献上美味<br>佳肴。<br>请务必接受我的心意。
2026_newyear_1021	哇喔～一年已经过去了呢。<br>时间过得真快，对吧？<br><br>舰长这一年过得怎么样？<br>我多亏了舰长<br>才能随心所欲过日子！<br>哈～希望往后的日子<br>也都充满欢乐呢～<br><br>新的一年里，阻挡舰长前路的<br>我会全部烧光，尽管吩咐吧！<br><br>嗯，我是不是蛮可靠的？
2026_newyear_1024	昨晚睡得好吗，舰长～？<br>一大早就叫我写东西，<br>所以先写给舰长你。<br>说是新年贺卡？<br><br>一觉醒来就新年了，<br>时间过得这么快吗？<br>和舰长在一起，<br>都没注意到<br>时间就这样流逝了呢～？<br><br>嗯～总觉得舰长在新的一年<br>也会一如既往地陪在我身边。<br>问我有没有看到未来？呵呵，谁知道呢～？
2026_newyear_1027	小女子，在此向您拜年！<br><br>今年若因我的不成熟<br>给舰长您添了麻烦，<br>还望舰长<br>能够见谅！<br><br>舰长对我的恩情，<br>小女子永生难忘！<br><br>那么，小女子告退了！<br>新年也祝您身体健康！
2026_newyear_1028	与舰长一起度过的回忆，<br>我都有好好珍藏著。<br><br>祝您新的一年里充满幸福。<br>如果有什么不幸找上门来，<br>我会用我的盾牌全部挡下～<br><br>当您感到疲惫辛苦的时候，<br>请别忘了<br>可以投入我的怀抱，舰长！
2026_newyear_1033	我是维若妮卡！<br>我来拜年了！<br>所以舰长，快点<br>把葵花籽交出来！<br><br>怎么样……？是不是很像反派？<br>跟在舰长身边，<br>我好像也成长了呢！<br><br>今后也请期待<br>妮卡的表现！
2026_newyear_1039	快到新年了，舰长！<br><br>虽然作为干员还很生疏……<br>但今年真的是<br>向舰长学到很多的一年。<br><br>俗话说<br>「流水不腐」。<br>我也会不停地前进，<br>成为更好的人。<br><br>啊，我说太多了。<br>该收尾了。<br>祝您新年快乐！
2026_newyear_1040	新年对小队员们说的话！<br>……才不是，这是只寄给<br>舰长的特别信件！<br><br>指挥官是个必须背负<br>重大责任的孤独职位，<br>但今年有舰长同行让我很安心。<br>今后也想和舰长<br>一起前进！<br><br>有本官这个天才指挥官在，<br>没有完成不了的作战！<br>新的一年也请多多指教，舰长！
2026_newyear_1041	知晓花期的玫瑰<br>高举著花梗<br>战胜风暴<br>凝望黎明<br><br>当微风吹拂<br>向你倾斜之时<br>蕴含希望与敬爱的<br>光晕逐渐明亮
2026_newyear_1043	感觉才刚认识你没多久，<br>转眼间就到新年了，真是感慨啊。<br><br>啊，对了。既然都新年了，<br>我必须跟你讲这件事。<br>这是以前发生的事件……<br><br>（省略。约100多行<br>记载著雨果经历的事件。）<br><br>这故事令人感触良多吧……？<br>那么，祝你新年快乐。
2026_newyear_1049	舰长，又一次欺骗了时间<br>迎接了新的一年。<br>这次要抽什么卡牌呢？<br><br>今年的牌组已成为过去，<br>早已洗牌完毕，<br>而即将到来的未来卡牌<br>仍只能看到背面。<br><br>希望来到你手中的新牌<br>会是一张「王牌」。<br><br>愿幸运与你同在。
2026_newyear_1050	希望新年大家都能健康，<br>充满幸福快乐的事。<br><br>我会努力<br>成长为<br>优秀的干员。<br><br>新的一年<br>也请多多指教，舰长！
2026_newyear_1056	哇，已经新年了……！<br>时间过得真快啊！<br>与舰长一起度过的这一年，<br>真的真的很开心！<br>即使我有时恶作剧，<br>您也宽容地包容我，谢谢您。<br>其实……我真的非常<br>尊敬和喜欢舰长！<br><br>嘿嘿，有点害羞呢……<br>新的一年也请多多指教，舰长！
2026_newyear_1057	听说新年到了，<br>不知为何就想起了舰长呢？<br><br>想知道原因吗～？<br>但我不会告诉你哦～<br><br>不过这件事我还是要说。<br>我不会忘记你为我做的事。<br>我想对你说声谢谢。<br><br>因此，<br>今后我会更加使唤你的！<br>敬请期待～！
2026_newyear_1060	新年的到来<br>也意味著<br>月亮已经落下。<br><br>送旧迎新。<br>该送走化为阴影的过去，<br>迎接崭新的日子了。<br>若能在舰长身边相伴，<br>我心中的阴影<br>或许也能很快散去。<br><br>我会在即将到来的一年，<br>祈愿黎明的曙光<br>降临于舰长身上。
2026_newyear_1062	舰长！祝您新年能吃到<br>满满的美食～！<br><br>因为吃美食的时候，<br>就会露出幸福的笑容，对吧？<br>希望明年舰长<br>能笑得更多。<br>舰长的笑容对我来说<br>是最大的力量来源～！<br><br>这一年真的非常感谢您。<br>往后也请多多指教！
2026_newyear_1064	对庆祝新年不感兴趣。<br>只是随著脚步到达此地。<br>在浩瀚的时间洪流中，<br>若你能找到属于自己的意义，<br>那就足够了。<br>一切终将归于虚无，<br>但若你仍想寻找些什么，<br>我会稍微期待<br>你的努力能有所收获。
2026_newyear_30075	要寄送贺年卡给舰长<br>不知为何感觉有些害羞呢。<br><br>我能稍微体会到<br>身为梦境号的舰长，<br>您所感受到的责任感与压力。<br>衷心祝福您<br>往后的日子充满美好。<br>无论何时需要，<br>都可以放心依靠我。<br>因为我的新年愿望<br>也与您相去不远呢。<br>
260429 - 출격 푸시 이벤트 페이지	260429——免费救援
300s0201a@ent_10_1	嘻嘻……果然，<br>这股金光闪闪的欲望！<br>信用点数果然最棒！
300s0201a@ent_20_1	嗅……嘿嘿，这股味道！<br>带著血腥的欲望之味！<br>是谁爬过来了啊～！
300s0201a@ent_60_1	来了个沾著<br>信用点数味道的家伙！
300s0201a@ent_70_1	爬过来，再靠近点！<br>我要在你的肉上，<br>沾满信用点数！！
300s0201a@s1o_10_1	你被信用点数冲昏头啦！<br>嘿嘿！
300s0201a@s1o_20_1	对，抓住那个！<br>抓紧、撕开！<br>把血都挤出来！
300s0201a@s1o_20_2	本钱？用血来赚！<br>用血来还！！
300s0201a@s1o_30_1	先给我。<br>信用点数、先把信用点数拿来！
300s0201a@s1o_30_2	信用点数的味道！<br>这味道！！<br>我可受不了啊！
300s0201a@s1o_45_1	嘻嘻，啊哈哈哈！！
300s0201a@s1o_50_1	果然啊，果然！<br>信用点数最棒了，<br>因为它能改变一切！
300s0201a@s1o_50_2	拿好。现在，<br>这已经刻进你的肉里了！
300s0201a@s1o_50_3	只要有这个，<br>你也能成为富翁！
300s0201a@s1o_70_1	下次再见！<br>到那时你这家伙<br>也会沦为贪婪的奴隶吧！
300s0201a@s1o_70_2	下次再见！<br>到那时你这家伙<br>也会沦为贪婪的奴隶吧！
300s0201a@s1o_80_1	真好看！嘿嘿！
300s0201a@s1o_80_2	下次再见！
300s0201a@s2o_130	被偷走的信用点数箱中装满了带有奇怪红色污渍的信用点数。
300s0201a@s2o_140	队伍用箱子里金光闪闪的信用点数塞满口袋后，继续向前。
300s0201a@s2o_40	队伍趁窃取者分心之际，飞快冲上前抢走了信用点数箱。
300s0201a@s2o_50_1	噫噫噫噫！！！
300s0201a@s2o_60_1	把手拿开，快点拿开！！！
300s0201a@s2x_120	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201a@s2x_15_1	噫噫噫噫！！！
300s0201a@s2x_40_1	噫噫噫噫！！！
300s0201a@s2x_50_1	把手拿开，快点拿开！！！
300s0201a@s2x_60	察觉到异样的窃取者朝队伍扑了过来。
300s0201a@s2x_80	队伍打开窃取者看守的箱子。
300s0201a@s3o_10_1	咳噫噫！
300s0201a@s3o_20_1	你竟然能<br>认出这项技术！
300s0201a@s3o_20_2	真有眼光啊！<br>嘻嘻！
300s0201a@s3o_30_1	心情不错！！刚刚那个家伙，<br>就是从那边蠕动的家伙<br>手上抢来的！
300s0201a@s3o_30_2	还是热的呢！<br>拿去吧！
300s0201a@s3o_32_1	还是热的呢！<br>拿去吧！
300s0201a@s3o_40	窃取者递出的装备上，满是疑似原主人留下的红色污渍。
300s0201a@s3o_60_1	慢走啊！
300s0201a@sao_20	队伍打开窃取者看守的箱子。
300s0201a@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201a@sbl_1	命也好、肉也罢。<br>全都给我拿来！！全押，全部！！！
300s0201a@sm_1	窃取者以垂涎欲滴般的眼神打量著队伍。
300s0201a@sm_2	如果不好好振作，小心被偷到身无分文。
300s0201b-1@s1o_10_1	哦！<br>你的运气很不错嘛！
300s0201b-1@s1o_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s1o_30_2	都拿了信用点数了嘛！<br>呵呵呵！<br>下次再见！
300s0201b-1@s1x_10_1	嘻、嘻嘻……嘻嘻！！<br>还真是令人同情。
300s0201b-1@s1x_10_2	你的脸色糟透了～！<br>来，喝一口！喝一口！<br>这样至少能笑一下！
300s0201b-1@s1x_15	队伍喝下了窃取者递来的药水
300s0201b-1@s1x_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s1x_30_2	都拿了信用点数了嘛！<br>呵呵呵！下次再见！
300s0201b-1@s2o_10_1	哦！<br>你的运气很不错嘛！
300s0201b-1@s2o_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s2o_30_2	都拿了信用点数了嘛！<br>呵呵呵！<br>下次再见！
300s0201b-1@s2x_10_1	嘻、嘻嘻……嘻嘻！！<br>还真是令人同情。
300s0201b-1@s2x_10_2	你的脸色糟透了～！<br>来，喝一口！喝一口！<br>这样至少能笑一下！
300s0201b-1@s2x_15	队伍喝下了窃取者递来的药水
300s0201b-1@s2x_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s2x_30_2	都拿了信用点数了嘛！<br>呵呵呵！下次再见！
300s0201b-1@s3o_10_1	哦！<br>你的运气很不错嘛！
300s0201b-1@s3o_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s3o_30_2	都拿了信用点数了嘛！<br>呵呵呵！<br>下次再见！
300s0201b-1@s3x_10_1	嘻、嘻嘻……嘻嘻！！<br>还真是令人同情。
300s0201b-1@s3x_10_2	你的脸色糟透了～！<br>来，喝一口！喝一口！<br>这样至少能笑一下！
300s0201b-1@s3x_15	队伍喝下了窃取者递来的药水
300s0201b-1@s3x_30_1	嘻嘻，<br>就说这场赌注<br>我也不亏啊！
300s0201b-1@s3x_30_2	都拿了信用点数了嘛！<br>呵呵呵！下次再见！
300s0201b-1@sao_20	队伍打开窃取者看守的箱子。
300s0201b-1@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201b-1@sm_1	窃取者正关注队伍会选择哪个赌局。
300s0201b@ent_10_1	这个、这个！
300s0201b@ent_10_2	你被信用点数冲昏头啦！<br>嘿嘿！
300s0201b@ent_40_1	别光顾著看啊，<br>来赌一把啊！
300s0201b@ent_40_2	别光顾著看啊，<br>来赌一把啊！
300s0201b@ent_40_3	别光顾著看啊，<br>来赌一把啊！
300s0201b@s1o_10_1	嘻嘻，<br>眼神很不赖啊！
300s0201b@s1o_10_2	先交出来，参加费！<br>先拿出信用点数！
300s0201b@s1o_10_3	信用点数的味道！这味道！！<br>我可受不了啊！
300s0201b@s1o_13_1	先交出来，参加费！<br>先拿出信用点数！
300s0201b@s1o_13_2	信用点数的味道！这味道！！<br>我可受不了啊！
300s0201b@s1o_30_1	啊、啊啊！<br>我果然<br>最喜欢信用点数了！
300s0201b@s1o_30_2	那么，挑一个你想挑战的！
300s0201b@s2o_130	队伍无视窃取者的怒吼，在安全的地方重新打开了箱子。
300s0201b@s2o_160	被偷走的信用点数箱中装满了带有奇怪红色污渍的信用点数。
300s0201b@s2o_170	队伍用箱子里金光闪闪的信用点数塞满口袋后，继续向前。
300s0201b@s2o_70	队伍一碰信用点数箱，窃取者就吓了一跳并立刻发动攻击。
300s0201b@s2o_80_1	噫噫噫噫！！！
300s0201b@s2o_90_1	把手拿开，快点拿开！！！
300s0201b@s3o_10_1	咳噫噫！
300s0201b@s3o_10_2	你竟然能<br>认出这项技术！
300s0201b@s3o_20_1	心情不错！！刚刚那个家伙，<br>就是从那边蠕动的家伙<br>手上抢来的！
300s0201b@s3o_20_2	真有眼光啊！<br>嘻嘻！
300s0201b@s3o_20_3	还是热的呢！<br>拿去吧！
300s0201b@s3o_30_1	还是热的呢！<br>拿去吧！
300s0201b@s3o_30_2	我心情变好了，<br>就给你一个吧！
300s0201b@s3o_40	窃取者递出的装备上，满是疑似原主人留下的红色污渍。
300s0201b@s3o_60_1	慢走啊！
300s0201b@sao_20	队伍打开窃取者看守的箱子。
300s0201b@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201b@sm_1	窃取者向队伍提议打赌。
300s0201b@sm_2	箱子内似乎装满了信用点数。
300s0201c-1@ent_10_1	嘻嘻……看看这里堆著的<br>信用点数堆
300s0201c-1@ent_10_2	只要猜出是谁<br>一手堆出这整堆东西<br>就行了！
300s0201c-1@ent_20_1	猜猜看，是谁呢？
300s0201c-1@ent_20_2	只有一个人、在说谎。
300s0201c-1@ent_30_1	我是窃取者。<br>那些东西全部<br>都是我拿来的！
300s0201c-1@ent_40_1	我是、嗅探者！<br>不正确、不正确！<br>窃取者说谎！
300s0201c-1@ent_50_1	我是、迅雷跑者。<br>不是我。<br>偷东西的、是别人。
300s0201c-1@s1o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-1@s1o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-1@s1o_20	窃取者把某样东西交给了队伍。
300s0201c-1@s1o_40_1	聪明的朋友
300s0201c-1@s1o_40_2	慢走。
300s0201c-1@s2o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-1@s2o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-1@s2o_20_1	笨蛋啊笨蛋。
300s0201c-1@s2o_30_1	太糟了！答错啦！
300s0201c-1@s2o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-1@s2o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-1@s2o_50_1	笨蛋朋友。
300s0201c-1@s2o_50_2	慢走。
300s0201c-1@s3o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-1@s3o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-1@s3o_20_1	笨蛋啊笨蛋。
300s0201c-1@s3o_30_1	太糟了！答错啦！
300s0201c-1@s3o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-1@s3o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-1@s3o_50_1	笨蛋朋友。
300s0201c-1@s3o_50_2	慢走。
300s0201c-1@sao_20	队伍打开他们看守的箱子。
300s0201c-1@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201c-1@sm_1	三兄弟中有一人正在说谎。<br>你得找出到底是谁偷了信用点数。
300s0201c-2@ent_10_1	嘻嘻……看看这里堆著的<br>信用点数堆
300s0201c-2@ent_10_2	只要猜出是谁<br>一手堆出这整堆东西<br>就行了！
300s0201c-2@ent_20_1	猜猜看，是谁呢？
300s0201c-2@ent_20_2	只有一个人、在说谎。
300s0201c-2@ent_30_1	我是窃取者。<br>是嗅探者！是嗅探者偷的。
300s0201c-2@ent_40_1	是我啦！嗅探者！<br>正确！窃取者说真话！<br>真的正确！
300s0201c-2@ent_50_1	是我、是我做的。<br>是迅雷跑者偷的。
300s0201c-2@s1o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-2@s1o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-2@s1o_20_1	笨蛋啊笨蛋。
300s0201c-2@s1o_30_1	太糟了！答错啦！
300s0201c-2@s1o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-2@s1o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-2@s1o_50_1	笨蛋朋友。
300s0201c-2@s1o_50_2	慢走。
300s0201c-2@s2o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-2@s2o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-2@s2o_20_1	笨蛋啊笨蛋。
300s0201c-2@s2o_30_1	太糟了！答错啦！
300s0201c-2@s2o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-2@s2o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-2@s2o_50_1	笨蛋朋友。
300s0201c-2@s2o_50_2	慢走。
300s0201c-2@s3o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-2@s3o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-2@s3o_20	窃取者把某样东西交给了队伍。
300s0201c-2@s3o_40_1	聪明的朋友
300s0201c-2@s3o_40_2	慢走。
300s0201c-2@sao_20	队伍打开他们看守的箱子。
300s0201c-2@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201c-2@sm_1	三兄弟中只有一人说的是实话。<br>你得找出到底是谁偷了信用点数。
300s0201c-3@ent_10_1	嘻嘻……看看这里堆著的<br>信用点数堆
300s0201c-3@ent_10_2	就说了……<br>这一切都是大家一起完成的啊。
300s0201c-3@ent_20_1	要不要猜猜看，<br>谁偷得最少？
300s0201c-3@ent_20_2	只有一个人、在说谎。
300s0201c-3@ent_30_1	我是窃取者。<br>我偷得比嗅探者还多。
300s0201c-3@ent_40_1	我、我、我！嗅探者！<br>迅雷跑者！比你想像得还快！<br>绝不是最后一名！绝对不是！
300s0201c-3@ent_50_1	我是、迅雷跑者。<br>窃取者、不是第一名。
300s0201c-3@s1o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-3@s1o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-3@s1o_20_1	笨蛋啊笨蛋。
300s0201c-3@s1o_30_1	太糟了！答错啦！
300s0201c-3@s1o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-3@s1o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-3@s1o_50_1	笨蛋朋友。
300s0201c-3@s1o_50_2	慢走。
300s0201c-3@s2o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-3@s2o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-3@s2o_20	窃取者把某样东西交给了队伍。
300s0201c-3@s2o_40_1	聪明的朋友
300s0201c-3@s2o_40_2	慢走。
300s0201c-3@s3o_10_1	嘻嘻、嘻嘻嘻！
300s0201c-3@s3o_10_2	像你这种眼神里<br>都充满贪婪了的人，<br>还真是聪明呢。
300s0201c-3@s3o_20_1	笨蛋啊笨蛋。
300s0201c-3@s3o_30_1	太糟了！答错啦！
300s0201c-3@s3o_30_2	快看！表情！<br>看来有点不甘心嘛！
300s0201c-3@s3o_30_3	这个！<br>以前偷来的啦！<br>便宜货！
300s0201c-3@s3o_50_1	笨蛋朋友。
300s0201c-3@s3o_50_2	慢走。
300s0201c-3@sao_20	队伍打开他们看守的箱子。
300s0201c-3@sao_60	队伍用金色的信用点数塞满了口袋，轻快地继续向前。
300s0201c-3@sm_1	三兄弟所有人都说实话。<br>你得找出是谁偷了最少的信用点数。
300s0201c@ent_10_1	信用点数！信用点数！
